name,year,importance,community,court
"R. v. Feeney",1997,0.0390526537541874,638,scc
"Agraira v. Canada (Public Safety and Emergency Preparedness)",2013,0.0389700279621342,1144,scc
"RWDSU v. Dolphin Delivery Ltd.",1986,0.0386430926998114,226,scc
"R. v. Bartle",1994,0.0383615689189435,638,scc
"B. (R.) v. Children's Aid Society of Metropolitan Toronto",1995,0.0381025695176157,226,scc
"R. v. Stinchcombe",1991,0.0380412731925299,816,scc
"R. v. Nova Scotia Pharmaceutical Society",1992,0.03779851861323,226,scc
"Chaoulli v. Quebec (Attorney General)",2005,0.0372665909243811,226,scc
"Ontario (Attorney General) v. G",2020,0.0368453786444834,226,scc
"Law Society of British Columbia v. Trinity Western University",2018,0.0368302486771168,226,scc
"R. v. Kokesch",1990,0.0368099378626938,638,scc
"Little Sisters Book and Art Emporium v. Canada (Minister of Justice)",2000,0.0366512218369541,226,scc
"R. v. Proulx",2000,0.0360937359628798,666,scc
"R. v. Pereira",2008,0.0360286242228436,226,bcsc
"Miron v. Trudel",1995,0.0355801510414363,226,scc
"Ref re Remuneration of Judges of the Prov. Court of P.E.I.; Ref re Independence and Impartiality of Judges of the Prov. Court of P.E.I.",1997,0.0355416023128151,226,scc
"R. v. Plant",1993,0.0355297276095717,638,scc
"Nova Scotia (Workers' Compensation Board) v. Martin; Nova Scotia (Workers' Compensation Board) v. Laseur",2003,0.0353813948133883,226,scc
"R. v. Biniaris",2000,0.0352390515568048,411,scc
"R. v. Dyment",1988,0.0350551529788054,638,scc
"R. v. Heywood",1994,0.0346645002753548,226,scc
"R. v. Caslake",1998,0.0345967901370773,638,scc
"R. v. Shropshire",1995,0.0345755948697006,666,scc
"R. v. Duarte",1990,0.0344954151225164,638,scc
"Canada (Attorney General) v. Bedford",2013,0.0341161291145782,226,scc
"Mouvement laïque québécois v. Saguenay (City)",2015,0.0340364779330471,1144,scc
"R. v. Turpin",1989,0.0338854498004043,226,scc
"R. v. Storrey",1990,0.0337633815604703,638,scc
"M. v. H.",1999,0.0334570065685428,226,scc
"R. v. S. (R.J.)",1995,0.0334142724952108,638,scc
"Operation Dismantle v. The Queen",1985,0.0333771868148178,99,scc
"C.U.P.E. v. N.B. Liquor Corporation",1979,0.033302413632578,1144,scc
"Bedford v. Canada",2010,0.0331581401623093,226,onsc
"Canada (Canadian Human Rights Commission) v. Canada (Attorney General)",2011,0.0329844599697196,1144,scc
"Corbiere v. Canada (Minister of Indian and Northern Affairs)",1999,0.0324255079830702,226,scc
"Charkaoui v. Canada (Citizenship and Immigration)",2007,0.0320009957101893,226,scc
"Alberta v. Hutterian Brethren of Wilson Colony",2009,0.0318634600483941,226,scc
"H.L. v. Canada (Attorney General)",2005,0.0318328916560606,99,scc
"R. v. Sheppard",2002,0.0317059737910166,411,scc
"R. v. Wholesale Travel Group Inc.",1991,0.0316782792259367,226,scc
"R. v. Gladue",1999,0.0313736375457214,666,scc
"Doré v. Barreau du Québec",2012,0.0313015235377597,226,scc
"Ford v. Quebec (Attorney General)",1988,0.0312238150204607,226,scc
"R. v. Yebes",1987,0.0311917890865908,411,scc
"McLean v. British Columbia (Securities Commission)",2013,0.0311322771989145,1144,scc
"R. v. Tessling",2004,0.0311198310797332,638,scc
"Law society of Upper Canada v. Skapinker",1984,0.0310621485578241,226,scc
"R. v. Ferguson",2008,0.0307815579960558,666,scc
"Canadian Doctors for Refugee Care v. Canada (Attorney general)",2014,0.0307612677647223,226,fct
"Committee for the Commonwealth of Canada v. Canada",1991,0.0304455711312282,226,scc
"R. c. Bissonnette",2019,0.0303630835926496,666,qccs
"U.E.S., Local 298 v. Bibeault",1988,0.030159268855226,1144,scc
"R. v. Morelli",2010,0.030152506514841,638,scc
"R. v. Nasogaluak",2010,0.0300121375804359,666,scc
"R. v. Advance Cutting & Coring Ltd.",2001,0.0300105322038314,226,scc
"R. v. Kang-Brown",2008,0.0297943569071265,638,scc
"R. v. Jones",1986,0.029753545314046,226,scc
"R. v. Belnavis",1997,0.0297185573955256,638,scc
"R. v. Silveira",1995,0.0297056315983012,638,scc
"Doucet-Boudreau v. Nova Scotia (Minister of Education)",2003,0.0296431511176165,226,scc
"Lavigne v. Ontario Public Service Employees Union",1991,0.0296032104904961,226,scc
"Sauvé v. Canada (Chief Electoral Officer)",2002,0.0292970687937321,226,scc
"HMTQ v. Wilder",2003,0.0292723053247812,638,bcsc
"R. v. Regan",2002,0.0292547326391074,816,scc
"Ross v. New Brunswick School District No. 15",1996,0.0291623116381779,226,scc
"R. v. Burlingham",1995,0.0290793896212769,638,scc
"Committee for Justice and Liberty et al. v. National Energy Board et al.",1976,0.0290721036458879,1144,scc
"Dunmore  v.  Ontario (Attorney General)",2001,0.0289927349159439,226,scc
"R. v. Strachan",1988,0.0289891053235995,638,scc
"R. v. Mellenthin",1992,0.0288030229578759,638,scc
"Cambie Surgeries Corporation v British Columbia (Attorney General)",2020,0.0285468675767749,226,bcsc
"R. v. Harrison",2009,0.0284896798043725,638,scc
"R. v. Simmons",1988,0.0283839585275502,638,scc
"Smith v. Alliance Pipeline Ltd.",2011,0.0283515056583362,1144,scc
"R. v. Greffe",1990,0.0283079505186082,638,scc
"Godbout v. Longueuil (City)",1997,0.0281994560481804,226,scc
"Palmer v. The Queen",1979,0.0281562212799923,411,scc
"Sahaluk v Alberta (Transportation Safety Board)",2015,0.0279537080898353,226,abqb
"Pezim v. British Columbia (Superintendent of Brokers)",1994,0.0279185439685284,1144,scc
"Young v. Young",1993,0.027788643119408,536,scc
"R. v. Zundel",1992,0.0277494746213922,226,scc
"Reference re Secession of Quebec",1998,0.0274942079873271,226,scc
"Carter v. Canada (Attorney General)",2015,0.0273714487255467,226,scc
"Ont. Human Rights Comm. v. Simpsons-Sears",1985,0.0273132425849334,226,scc
"R. v. Rodgers",2006,0.0272923760433796,226,scc
"Thomson Newspapers Co. v. Canada (Attorney General)",1998,0.0269864478594802,226,scc
"Multani v. Commission scolaire Marguerite-Bourgeoys",2006,0.0268719684686513,226,scc
"Quebec (Attorney General) v. A",2013,0.0267773502320751,226,scc
"Osborne v. Canada (Treasury Board)",1991,0.0267376668538407,226,scc
"Trinity Western University v. British Columbia College of Teachers",2001,0.0266977285796358,226,scc
"Carter v. Canada (Attorney General)",2013,0.0266972054481789,226,bcca
"R. v. Harrer",1995,0.0265172092305839,638,scc
"R. v. Nur",2015,0.0263335897890815,666,scc
"Moreau-Bérubé v. New Brunswick (Judicial Council)",2002,0.0261387509715528,1144,scc
"R. v. Simpson",1993,0.025996301939954,638,onca
"Hill v. Church of Scientology of Toronto",1995,0.0259383173956903,98,scc
"Carter v. Canada (Attorney General)",2012,0.0259015506104698,226,bcsc
"United States of America v. Cotroni; United States of America v. El Zein",1989,0.0257970712049433,760,scc
"Baron v. Canada",1993,0.0257386266431834,638,scc
"Cloutier v. Langlois",1990,0.025624195856171,638,scc
"Conseil-scolaire francophone de la Colombie-Britannique v. British Columbia (Education)",2016,0.0255250833719853,226,bcsc
"Schmidt v. Canada (Attorney General)",2018,0.0255022717387836,226,fca
"R. v. Orbanski; R. v. Elias",2005,0.0254095361379545,638,scc
"Knight v. Indian Head School Division No. 19",1990,0.0253672355418475,1144,scc
"R. v. Butler",1992,0.0251267767696339,226,scc
"Health Services and Support - Facilities Subsector Bargaining Assn. v. British Columbia",2007,0.0251079368322496,226,scc
"Borowski v. Canada (Attorney General)",1989,0.025020700210117,1144,scc
"Greater Vancouver Transportation Authority v. Canadian Federation of Students — British Columbia Component",2009,0.0250199105906055,226,scc
"R. v. Evans",1996,0.0249304352644337,638,scc
"Victoria (City) v. Adams",2008,0.0248536467645053,226,bcsc
"R. v. R.E.M.",2008,0.0246331309165235,411,scc
"Sketchley v. Canada (Attorney General)",2005,0.0246139511160476,1144,fca
"Reference re: Section 293 of the Criminal Code of Canada",2011,0.0245962946360311,226,bcsc
"Haig v. Canada; Haig v. Canada (Chief Electoral Officer)",1993,0.0243990117574483,226,scc
"Hunt v. Carey Canada Inc.",1990,0.0243662799668383,99,scc
"R. v. Law",2002,0.0243562294940195,638,scc
"Edmonton (City) v. Edmonton East (Capilano) Shopping Centres Ltd.",2016,0.0242973411359596,1144,scc
"R. v. S. (R.D.)",1997,0.0239627856590578,1144,scc
"Application under s. 83.28 of the Criminal Code (Re)",2004,0.0239246610793119,226,scc
"R. v. Conway",1989,0.0238719009182874,816,scc
"R. v. Bernshaw",1995,0.0238036955447796,638,scc
"R. v. Kapp",2008,0.0237649296295505,226,scc
"Mission Institution v. Khela",2014,0.0237423956898802,1144,scc
"Roncarelli v. Duplessis",1959,0.0237172626566676,1144,scc
"United States v. Burns",2001,0.0237094462160872,760,scc
"Inglis v. British Columbia (Minister of Public Safety)",2013,0.0234911309866474,226,bcsc
"Reddock v. Canada (Attorney General)",2019,0.0233870559804553,99,onsc
"R. v. B. (K.G.)",1993,0.0233655518656591,411,scc
"R. v. Nguyen",2008,0.0233431686470402,638,abqb
"Delisle v. Canada (Deputy Attorney General)",1999,0.0231830641593257,226,scc
"R. v. Mohan",1994,0.0230543417456856,411,scc
"R. v. Chaulk",1990,0.0230452179629033,411,scc
"R. v. Demers",2004,0.0230447700748996,226,scc
"R. v. Golden",2001,0.0230250111098975,638,scc
"Symes v. Canada",1993,0.022954232690506,226,scc
"Canada (Minister of Employment and Immigration) v. Chiarelli",1992,0.0229247827005531,1144,scc
"R. v. Power",1994,0.0228425828496159,816,scc
"Council of Canadians with Disabilities v. VIA Rail Canada Inc.",2007,0.0228273843682413,1144,scc
"Dedman v. The Queen",1985,0.0227886088496168,638,scc
"R. v. Wise",1992,0.0225628454850963,638,scc
"Kienapple v. R.",1974,0.0225526016335256,411,scc
"R. v. Manninen",1987,0.0225168463522083,638,scc
"R. v. Shepherd",2009,0.0225152173292923,638,scc
"R. v. Prosper",1994,0.0224941426729922,638,scc
"Brazeau v. Attorney General (Canada)",2019,0.0223980460216706,226,onsc
"R. v. Brighteyes",1997,0.0223118751503851,638,abqb
"Quebec (Minister of Justice) v. Canada (Minister of Justice)",2003,0.0222533667119138,226,qcca
"Chieu v. Canada (Minister of Citizenship and Immigration)",2002,0.0221831618154352,1144,scc
"R. v. N.M.",2007,0.0221775678111162,638,onsc
"R. v. Cole",2012,0.022163951439662,638,scc
"R. v. Lacasse",2015,0.0220658260936275,666,scc
"Montréal (City) v. 2952-1366 Québec Inc.",2005,0.0220563698226368,226,scc
"R. v. Black",1989,0.0220435590433478,638,scc
"Toronto (City) Board of Education v. O.S.S.T.F., District 15",1997,0.0220043801750257,1144,scc
"R. v. White",1999,0.0219944624339082,638,scc
"Saskatchewan (Human Rights Commission) v. Whatcott",2013,0.0219524183106445,226,scc
"R. v. Wong",1990,0.0218366237725993,638,scc
"Ontario (Attorney General) v. Fraser",2011,0.0218222085702379,226,scc
"R. v. Rahey",1987,0.0218179864268191,816,scc
"Winko v. British Columbia (Forensic Psychiatric Institute)",1999,0.0217882084654457,226,scc
"Cunningham v. Canada",1993,0.0217855185840794,226,scc
"R. v. Goltz",1991,0.0216172020181928,666,scc
"R. v. Jones",1994,0.0215933102944016,666,scc
"R. v. Duguay",1989,0.0214725095069265,638,scc
"U.F.C.W., Local 1518, v. KMart Canada Ltd.",1999,0.0214153411910517,226,scc
"R. v. Morin",1992,0.0214033876451246,816,scc
"Cardinal v. Director of Kent Institution",1985,0.0213877503393574,1144,scc
"Winnipeg Child and Family Services v. K.L.W.",2000,0.0213137448166458,226,scc
"R. v. Van der Peet",1996,0.0211553599590793,183,scc
"R. v. Généreux",1992,0.0211344360715794,1144,scc
"Quebec (Attorney General) v. 9147-0732 Québec inc.",2020,0.0211129480745523,226,scc
"R. v. 974649 Ontario Inc.",2001,0.0210474883754825,816,scc
"R. v. Banks",2005,0.021035699056093,226,onsc
"R. v. Hufsky",1988,0.0210122026352576,638,scc
"Canada (Canadian Human Rights Commission) v. Canada (Attorney General)",2018,0.0209063558009418,1144,scc
"R. v. Ipeelee",2012,0.0209037427793587,666,scc
"R. v. Ladouceur",1990,0.0208630433386914,638,scc
"UAlberta Pro-Life v Governors of the University of Alberta",2020,0.0207718660279085,226,abca
"R. v. Askov",1990,0.020744594729655,816,scc
"R. v. Corbett",1988,0.0206587957000956,411,scc
"R. v. Carosella",1997,0.0205659108224831,816,scc
"Manitoba (A.G.) v. Metropolitan Stores Ltd.",1987,0.0205643417692917,226,scc
"R. v. Jarvis",2002,0.0205186866388275,638,scc
"R. v. Morgentaler",1993,0.0204685876728777,226,scc
"Sattva Capital Corp. v. Creston Moly Corp.",2014,0.0204324119199113,99,scc
"R. v. Morrisey",2000,0.0203308292816878,666,scc
"Tétreault-Gadoury v. Canada (Employment and Immigration Commission)",1991,0.0203219851896345,226,scc
"R. v. Monney",1997,0.0203023635634764,638,onca
"R. v. Ross",1989,0.0202951011305893,638,scc
"Lavallee, Rackel & Heintz v. Canada (Attorney General); White, Ottenheimer & Baker v. Canada (Attorney General); R. v. Fink",2002,0.0202405313741899,816,scc
"Kindler v. Canada (Minister of Justice)",1991,0.0201879679221304,760,scc
"Bilodeau-Massé v. Canada (Attorney General)",2017,0.0201586433106759,226,fct
"Newfoundland (Treasury Board) v. N.A.P.E.",2004,0.0201226382046401,226,scc
"R. v. McDonnell",1997,0.020039205586975,666,scc
"Ontario (Attorney-General) v. Dieleman",1994,0.020033189471022,226,onsc
"Voice Construction Ltd. v. Construction & General Workers' Union, Local 92",2004,0.020030869412668,1144,scc
"Canadian Broadcasting Corp. v. New Brunswick (Attorney General)",1996,0.020009247863418,226,scc
"British Columbia (Public Service Employee Relations Commission) v. BCGSEU",1999,0.019863782777042,226,scc
"R. v. Oickle",2000,0.0198398577591973,638,scc
"Clarkson v. The Queen",1986,0.0198217456004023,638,scc
"Victoria (City) v. Adams",2009,0.0197762534822914,226,bcca
"Canada (human Rights Commission) v. Taylor",1990,0.0197719727188692,226,scc
"R. v. A.M.",2008,0.0197437776027325,638,scc
"R. v. W. (R.)",1992,0.0197363835080347,411,scc
"R. v. Colarusso",1994,0.0197298415296655,638,scc
"Chamberlain v. Surrey School District No. 36",2002,0.0197201044128941,226,scc
"JTI MacDonald Corporation v Canada (Attorney General)",2002,0.0197138151697787,226,qccs
"Douglas/kwantlen Faculty Assn. v. Douglas College",1990,0.0196899633071189,226,scc
"Thibaudeau v. Canada",1995,0.0196736063550386,226,scc
"British Columbia Securities Commission v. Branch",1995,0.0196592677930009,638,scc
"R. v. Vaillancourt",1987,0.0196387546170406,411,scc
"Lovelace v. Ontario",2000,0.019612701039577,226,scc
"Harper v. Canada (Attorney General)",2004,0.0195830596084088,226,scc
"United Food and Commercial Workers, Local 401 v. Alberta (Information and Privacy Commissioner)",2011,0.0195541969824496,226,abqb
"R. v. Conway",2010,0.0195511198791147,226,scc
"R. v. L.M.",2008,0.0195353778984912,666,scc
"R. v. Lloyd",2016,0.0195206877578282,666,scc
"Ontario v. Canadian Pacific Ltd.",1995,0.0194931513742208,226,scc
"F.H. v. McDougall",2008,0.0193779459589041,1144,scc
"Adler v. Ontario",1996,0.0192974267052439,226,scc
"Fraser v. Canada (Attorney General)",2020,0.0192704285219364,226,scc
"Canada (Attorney General) v. Hislop",2007,0.0191621347462657,226,scc
"R. v. Le",2019,0.0191562661229079,638,scc
"D'Amico c. R.",2019,0.0191547670178628,638,qcca
"Rocket v. Royal College of Dental Surgeons of Ontario",1990,0.0191452018987002,226,scc
"Re Manitoba Language Rights",1985,0.0191247919952098,226,scc
"Lavallee, Rackel & Heintz v. Canada (Attorney General)",1998,0.0191152226494232,816,abqb
"Rogers Communications Inc. v. Society of Composers, Authors and Music Publishers of Canada",2012,0.0191133413780234,1144,scc
"Mackay v. Manitoba",1989,0.0191004925188528,226,scc
"R. v. Thomsen",1988,0.0190714983127803,638,scc
"R. v. Pires; R. v. Lising",2005,0.0190388768558862,638,scc
"R. v. S.F.",1997,0.0190231848697344,638,onsc
"R. v. Hape",2007,0.0190116088161661,638,scc
"3510395 Canada Inc. v. Canada (Attorney General)",2020,0.0190088241961587,226,fca
"Strom v Saskatchewan Registered Nurses’ Association",2020,0.0189863127147776,1144,skca
"Truchon c. Procureur général du Canada",2019,0.0189721965663434,226,qccs
"Canada (Attorney General) v. Bedford",2012,0.0189594163111103,226,onca
"Barrie Public Utilities v. Canadian Cable Television Assn.",2003,0.0189455113732023,1144,scc
"Frank v. Canada (Attorney General)",2019,0.0188758209952762,226,scc
"R. v. Parker",2000,0.0186682365377491,226,onca
"Goodwin v. British Columbia (Superintendent of Motor Vehicles)",2015,0.0186622680736813,226,scc
"Mahjoub v. Canada (Citizenship and Immigration)",2017,0.0185911548666681,1144,fca
"Canada (Attorney general) v. Public service alliance of canada",1993,0.0185675488907761,1144,scc
"R. v. Brydges",1990,0.0185587728747905,638,scc
"Toussaint v. Canada (Attorney General)",2011,0.0185287524349993,226,fca
"R. v. K.R.J.",2016,0.0184670383444472,226,scc
"R. v. Genest",1989,0.0184628215610037,638,scc
"R. v. Morin",1988,0.0184554534636044,411,scc
"Benner v. Canada (Secretary of State)",1997,0.018399749348609,226,scc
"R. v. Clayton",2007,0.0183728305383747,638,scc
"R. v. Khan",1990,0.0183621363860852,411,scc
"Rothman v. The Queen",1981,0.0183377149222211,638,scc
"R. v. D.B.",2008,0.0183067341129796,666,scc
"Festing v. A.G. Canada",2000,0.0182921201505339,226,bcsc
"R. v. Starr",2000,0.0182591058554151,411,scc
"Lavoie v. Canada",2002,0.0182572915353496,226,scc
"RJR-MacDonald Inc. v. Canada (Attorney General)",1994,0.0182156833981886,1359,scc
"R. v. Jewitt",1985,0.0181910757105415,816,scc
"Eaton v. Brant County Board of Education",1997,0.0181839260307981,226,scc
"Québec (Procureur général) c. Loyola High School",2012,0.0181615614347636,226,qcca
"R. v. Debot",1986,0.0181363231180687,638,onca
"R. v. Budreo",1996,0.0181310920468419,226,onsc
"R. v. Wills",1992,0.0181263265105298,638,onca
"R. v. Côté",2011,0.018093181669181,638,scc
"R. v. Patrick",2009,0.0180719995362998,638,scc
"Canada (Attorney General) v. PHS Community Services Society",2011,0.0180666332373033,226,scc
"A.C. v. Manitoba (Director of Child and Family Services)",2009,0.0180606753946096,226,scc
"R. v. Sinclair",2010,0.0180534716282297,638,scc
"Henry v. Canada (Attorney General)",2010,0.0180251614007909,226,bcsc
"Stoffman v. Vancouver General Hospital",1990,0.0179739291046674,226,scc
"R. v. Nolet",2010,0.0179628381416229,638,scc
"R. v. Gagnon",2006,0.0179053204857856,411,scc
"R. v. Nur",2011,0.0179009195083835,666,onsc
"R. v. Fearon",2014,0.0178947326117222,638,scc
"R. v. Johnson",2011,0.0178481282213018,666,oncj
"Canada (Minister of Citizenship and Immigration) v. Tobiass",1997,0.0178379449541619,816,scc
"R. v. Suberu",2009,0.0177771332434556,638,scc
"Withler v. Canada (Attorney General)",2011,0.0177681513331161,226,scc
"R. v. Lucas",1998,0.0177603571314328,226,scc
"R. v. Goldhart",1996,0.0177461738525259,638,scc
"Loyola High School v. Quebec (Attorney General)",2015,0.0176829290873399,226,scc
"Communications, Energy and Paperworkers Union of Canada, Local 30 v. Irving Pulp & Paper, Ltd.",2013,0.017674853222213,1144,scc
"Martineau v. Matsqui Institution",1979,0.0176311578107848,1144,scc
"Groia v. Law Society of Upper Canada",2018,0.0175987884742846,1144,scc
"Danson v. Ontario (Attorney General)",1990,0.017563966383026,226,scc
"R v Canfield",2020,0.0175616154072188,638,abca
"Canada (Human Rights Commission) v. Warman",2012,0.0175308552928512,226,fct
"U.S.A. v. Wakeling",2011,0.0174926339171989,638,bcsc
"Vilven v. Air Canada",2009,0.0174851336804453,226,fct
"Little Sisters Book and Art Emporium v. Canada (Justice)",1996,0.0174846152998571,226,bcsc
"Reference re Firearms Act (Can.)",2000,0.0174189783165405,226,scc
"R. v. Burns",1994,0.01737576936323,411,scc
"Friends of the Oldman River Society v. Canada (Minister of Transport)",1992,0.0173655401011988,1144,scc
"R. v. Sault Ste. Marie",1978,0.017358895398163,411,scc
"Hryniak v. Mauldin",2014,0.01734755355813,99,scc
"Mugesera v. Canada (Minister of Citizenship and Immigration)",2005,0.0173226270926606,1144,scc
"Schulte v Alberta (Appeals Commission for Alberta Workers' Compensation)",2015,0.0172982073181267,1144,abqb
"Libman v. Quebec (Attorney General)",1997,0.0172176715394225,226,scc
"Deegan v. Canada (Attorney General)",2019,0.0172094799874128,226,fct
"R. v. Church of Scientology of Toronto",1997,0.017183066444136,411,onca
"Vilardell v. Dunham",2012,0.0171518337807783,226,bcsc
"R. v. Wilder",2001,0.0171342843800526,638,bcsc
"R. v. Latimer",1995,0.0171134554642516,638,skca
"Ontario (Attorney General) v. Dieleman",1994,0.0171033399617085,226,onsc
"R. v. McKinlay Transport Ltd.",1990,0.0170721244975463,638,scc
"Haida Nation v. British Columbia (Minister of Forests)",2004,0.0170399078992237,183,scc
"O'Neill v. Canada (Attorney General)",2006,0.0170098984657728,226,onsc
"R. v. Morales",1992,0.0170033498204958,226,scc
"Nova Scotia (Attorney General) v S&D Smith Central Supplies Limited",2019,0.0169842578618263,1144,nsca
"R. v. Evans",1991,0.0169790354487201,638,scc
"Figueroa v. Canada (Attorney General)",2003,0.0169649471397174,226,scc
"R. v. Salituro",1991,0.0169587659099431,226,scc
"R. v. Marakah",2017,0.0168890779948824,638,scc
"R. v. MacKenzie",2013,0.0168741733915505,638,scc
"Kamel v. Canada (Attorney General) (F.C.)",2008,0.0168719602458931,226,fca
"R. v. Levkovic",2008,0.0168405401118148,226,onsc
"Valente v. The Queen",1985,0.0168402833567282,1144,scc
"Bissonnette c. R.",2020,0.0168199621720444,226,qcca
"Canada (Attorney General) v. Ward",1993,0.0168046251033276,1144,scc
"R. v. Arcand",2010,0.0167708636445121,666,abca
"R. v. Borden",1994,0.016761048693973,638,scc
"R. v. Reeves",2018,0.0167596662778185,638,scc
"Idziak v. Canada (Minister of Justice)",1992,0.0167132509426175,760,scc
"R. v. Washington",2007,0.0166783115428487,638,bcca
"Alberta Union of Provincial Employees v. Lethbridge Community College",2004,0.0166601993900979,1144,scc
"Att. Gen. of Can. v. Inuit Tapirisat et al.",1980,0.016655968940767,99,scc
"Begum v. Canada (Citizenship and Immigration)",2017,0.0166060246709998,1144,fct
"Harvey v. New Brunswick (Attorney General)",1996,0.0166012815968292,226,scc
"Reference re Prov. Electoral Boundaries (Sask.)",1991,0.0165969727964641,226,scc
"R. v. Whyte",1988,0.0165471531671145,226,scc
"Syndicat Northcrest v. Amselem",2004,0.0165250554241127,226,scc
"R. v. Belnavis",1996,0.016519850040489,638,onca
"Janvier v Workers’ Compensation Board of Saskatchewan",2018,0.016496863554928,1144,skqb
"Moge v. Moge",1992,0.0164774102043357,536,scc
"CN v. Canada (Canadian Human Rights Commission)",1987,0.0164703514203867,226,scc
